City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,kiama,-34.6833,150.8667,296.8,72,62,0.89,AU,1707523856
364,praia da vitoria,38.7333,-27.0667,286.9,86,100,0.67,PT,1707523856
365,hammerfest,70.6634,23.6821,265.4,73,33,5.14,NO,1707523856
366,howrah,22.5892,88.3103,287.15,77,1,1.54,IN,1707523857
367,westport,41.1415,-73.3579,281.1,83,0,3.09,US,1707523770
368,manta,-0.95,-80.7333,300.03,83,40,6.71,EC,1707523779
369,siracusa,37.0881,15.2792,289.8,56,98,5.59,IT,1707523857
370,nelson,-41.2833,173.2833,296.64,64,29,0.45,NZ,1707523674
371,lerwick,60.1545,-1.1494,275.15,58,100,8.55,GB,1707523857
372,birobidzhan,48.8,132.95,251.94,89,6,1.27,RU,1707523858
373,atherton,53.5237,-2.4935,281.64,96,93,0.98,GB,1707523858
374,puttur,12.7667,75.2167,298.21,88,77,1.58,IN,1707523858
375,zhongxiang,31.1661,112.5831,276.8,93,0,2.29,CN,1707523858
376,kitui,-1.367,38.0106,293.13,73,7,2.36,KE,1707523858
377,daru,-9.0763,143.2092,302.07,72,55,1.91,PG,1707523859
378,owando,-0.4819,15.8999,297.2,84,91,1.95,CG,1707523859
379,uacu cungo,-11.3634,15.1208,290.57,94,72,0.33,AO,1707523859
380,bristol,41.8334,-71.1662,278.96,77,0,1.34,US,1707523793
381,zonguldak,41.25,31.8333,280.25,72,23,2.38,TR,1707523580
382,remire-montjoly,4.9167,-52.2667,300.17,83,0,1.03,GF,1707523860
383,easton,40.6884,-75.2207,283.46,67,0,0.0,US,1707523682
384,bikenibeu village,1.3673,173.1241,300.96,78,100,3.84,KI,1707523860
385,yerofey pavlovich,53.9667,121.9667,247.16,99,28,0.98,RU,1707523861
386,cabedelo,-6.9811,-34.8339,301.52,82,81,4.16,BR,1707523861
387,bireun,5.203,96.7009,298.41,78,3,3.35,ID,1707523861
388,port-vila,-17.7338,168.3219,301.84,84,100,4.13,VU,1707523861
389,lib,8.3122,167.3766,299.99,75,100,10.66,MH,1707523861
390,hopelchen,19.7667,-89.85,299.98,49,3,3.84,MX,1707523861
391,strelka,58.0728,93.0344,272.79,97,100,2.98,RU,1707523862
392,yuncheng,35.0231,110.9928,276.31,63,60,1.24,CN,1707523862
393,at taj,24.2049,23.2857,285.37,32,0,3.25,LY,1707523862
394,terbanggi besar,-4.8667,105.2333,298.4,90,97,1.31,ID,1707523862
395,wotho,10.1657,166.0102,299.42,75,100,10.43,MH,1707523863
396,borogontsy,62.6683,131.1683,235.09,98,96,1.71,RU,1707523863
397,whitby,54.4877,-0.615,281.01,96,100,1.56,GB,1707523863
398,obanazawa,38.6033,140.4019,274.98,72,53,2.36,JP,1707523863
399,al jawf,29.5,38.75,285.08,46,28,4.54,SA,1707523864
400,corner brook,48.9667,-57.9484,260.52,99,49,1.17,CA,1707523864
401,dalandzadgad,43.5708,104.425,259.1,70,1,1.07,MN,1707523864
402,shenyang,41.7922,123.4328,255.16,85,5,1.0,CN,1707523864
403,namtsy,62.7161,129.6658,236.72,99,99,0.99,RU,1707523864
404,igrim,63.1906,64.4162,258.67,92,100,5.21,RU,1707523865
405,fort bragg,35.139,-79.006,287.54,79,100,0.0,US,1707523865
406,vila velha,-20.3297,-40.2925,298.12,92,20,2.06,BR,1707523865
407,pikalevo,59.5183,34.1664,251.06,100,98,0.97,RU,1707523865
408,pokaran,26.9167,71.9167,288.03,23,0,3.48,IN,1707523865
409,kolonia,50.9333,6.95,285.14,90,20,3.6,DE,1707523646
410,dwarka,22.2394,68.9678,293.91,40,0,5.25,IN,1707523866
411,dunedin,-45.8742,170.5036,285.82,88,91,5.36,NZ,1707523866
412,tahe,52.3333,124.7333,252.71,100,87,1.46,CN,1707523866
413,arroyo,41.6096,-4.7969,282.16,75,75,7.2,ES,1707523867
414,satipo,-11.2522,-74.6386,294.8,97,93,2.7,PE,1707523867
415,mount pearl,47.5166,-52.7813,270.84,94,100,7.2,CA,1707523867
416,marquette,46.5333,-87.6335,274.72,81,99,4.47,US,1707523867
417,west plains,36.7281,-91.8524,292.61,39,0,3.6,US,1707523868
418,saint-denis,48.9167,2.3333,283.75,88,100,3.09,FR,1707523868
419,alapayevsk,57.8516,61.6963,257.44,93,98,4.89,RU,1707523868
420,kuta,-8.7233,115.1723,300.12,94,20,3.13,ID,1707523868
421,baracoa,20.3467,-74.4958,295.88,73,20,4.73,CU,1707523869
422,kolobrzeg,54.1757,15.5834,275.35,90,100,7.05,PL,1707523869
423,floro,61.5996,5.0328,271.13,46,88,7.72,NO,1707523870
424,mili,6.0815,171.735,300.51,84,100,11.23,MH,1707523870
425,ginir,7.1333,40.7,288.89,60,2,1.73,ET,1707523870
426,mahibadhoo,3.7833,72.9667,300.97,73,83,7.42,MV,1707523871
427,chinde,26.8418,88.0763,280.92,50,0,1.98,NP,1707523871
428,okhotsk,59.3833,143.3,245.39,79,42,3.86,RU,1707523871
429,newman,37.3138,-121.0208,286.28,69,81,3.13,US,1707523871
430,ippy,6.2679,21.2247,298.06,25,2,2.22,CF,1707523872
431,mont-dore,-22.2833,166.5833,302.14,99,79,5.46,NC,1707523872
432,sebdou,34.637,-1.3314,282.76,84,100,6.53,DZ,1707523872
433,plastun,44.7561,136.2939,266.3,61,100,2.27,RU,1707523872
434,isangel,-19.55,169.2667,299.31,93,100,6.1,VU,1707523872
435,faya-largeau,17.9257,19.1043,291.41,18,0,5.46,TD,1707523873
436,wewak,-3.5534,143.6268,299.34,89,100,3.73,PG,1707523873
437,ingeniero jacobacci,-41.3427,-69.5448,291.57,68,87,8.68,AR,1707523873
438,uirauna,-6.5183,-38.4122,297.0,90,88,4.28,BR,1707523874
439,stornoway,58.2093,-6.3865,277.13,79,100,9.77,GB,1707523874
440,taquara,-29.6506,-50.7806,301.34,97,51,1.67,BR,1707523874
441,arteche,12.2645,125.4048,299.54,75,15,5.14,PH,1707523875
442,magadan,59.5667,150.8,246.81,78,15,2.82,RU,1707523875
443,tarawa,1.419,172.984,301.02,78,100,4.6,KI,1707523875
444,champerico,14.3,-91.9167,299.92,61,0,3.3,GT,1707523875
445,acarau,-2.8856,-40.12,300.13,82,58,5.82,BR,1707523876
446,anloga,5.7947,0.8973,299.99,86,6,3.2,GH,1707523876
447,constitucion,-35.3333,-72.4167,287.77,88,8,4.03,CL,1707523876
448,gardez,33.5974,69.2259,268.27,59,0,1.84,AF,1707523876
449,beyneu,45.3167,55.2,277.41,91,37,3.84,KZ,1707523877
450,vershino-darasunskiy,52.35,115.5167,253.58,99,86,0.85,RU,1707523877
451,babadag,44.9,28.7167,286.08,50,20,3.6,RO,1707523877
452,rakops,-21.0167,24.3333,301.75,39,85,2.59,BW,1707523877
453,yuzawa,39.1667,140.5,274.37,73,56,1.29,JP,1707523878
454,chaoyang,41.5703,120.4586,266.68,52,1,2.02,CN,1707523878
455,buka,40.8108,69.1986,281.04,46,72,1.75,UZ,1707523878
456,tanout,14.9709,8.8879,291.13,13,4,4.8,NE,1707523878
457,prince george,53.9166,-122.753,271.07,71,100,0.82,CA,1707523879
458,cangzhou,38.3167,116.8667,271.93,43,0,2.63,CN,1707523879
459,santo antonio do monte,-20.0872,-45.2936,294.16,75,32,3.3,BR,1707523879
460,cabanglasan,8.1214,125.3275,295.56,88,77,1.46,PH,1707523880
461,safford,32.834,-109.7076,285.66,40,0,5.14,US,1707523880
462,harlingen,26.1906,-97.6961,298.18,81,75,7.2,US,1707523784
463,qamdo,31.1667,97.2333,257.5,42,0,1.6,CN,1707523881
464,alliston,44.1501,-79.8663,285.28,65,52,5.94,CA,1707523881
465,kokoda,-8.8785,147.7407,304.97,63,99,1.17,PG,1707523881
466,solleftea,63.1667,17.2667,255.07,100,98,0.6,SE,1707523881
467,mossel bay,-34.1831,22.146,291.27,82,31,5.26,ZA,1707523882
468,grojec,51.8625,20.8676,276.12,89,100,2.05,PL,1707523882
469,east ballina,-28.8667,153.5833,298.04,78,100,6.84,AU,1707523882
470,tulun,54.5611,100.5792,268.34,84,100,2.21,RU,1707523883
471,tuy hoa,13.0833,109.3,295.47,85,100,4.42,VN,1707523883
472,katabu,-4.9333,122.5167,301.35,76,46,1.98,ID,1707523883
473,argo,37.6333,22.7333,283.59,60,38,1.97,GR,1707523883
474,choibalsan,48.0667,114.5,255.4,83,48,3.4,MN,1707523884
475,bali,-8.5,115.0,299.69,82,40,1.11,ID,1707523884
476,sereflikochisar,38.9393,33.5386,280.84,68,10,3.23,TR,1707523884
477,ouadda,8.0777,22.4007,294.41,31,1,1.31,CF,1707523884
478,central,30.5544,-91.0368,296.16,67,100,3.6,US,1707523884
479,nadym,65.5333,72.5167,254.31,97,100,6.41,RU,1707523885
480,seydi,39.4816,62.9137,283.22,38,89,1.32,TM,1707523885
481,hastings,50.8552,0.5729,284.01,95,97,5.99,GB,1707523885
482,nuriootpa,-34.4833,139.0,297.4,40,0,5.76,AU,1707523885
483,agadez,19.75,10.25,287.47,19,59,0.57,NE,1707523886
484,terenozek,45.05,64.9833,277.18,82,61,3.47,KZ,1707523886
485,nova vicosa,-17.8919,-39.3719,295.15,97,34,1.47,BR,1707523886
486,seosan,36.7817,126.4522,276.61,64,19,3.64,KR,1707523886
487,pemba,-12.974,40.5178,297.65,94,78,2.42,MZ,1707523886
488,puerto aysen,-45.4,-72.7,289.79,89,34,0.97,CL,1707523887
489,sovetskiy,61.3614,63.5842,261.42,93,100,4.02,RU,1707523887
490,salem,11.65,78.1667,293.06,89,78,1.08,IN,1707523611
491,bocsa,45.3733,21.7092,285.77,64,100,5.47,RO,1707523887
492,santa terezinha,-29.9002,-50.0904,297.85,97,45,2.88,BR,1707523888
493,beaudesert,-27.9833,152.9833,300.98,83,98,2.74,AU,1707523644
494,basco,20.4487,121.9702,295.17,76,88,8.48,PH,1707523888
495,taksimo,56.3444,114.8794,255.43,99,100,1.04,RU,1707523888
496,andovoranto,-18.95,49.1,297.58,97,100,2.11,MG,1707523888
497,mhamid,29.82,-5.72,290.51,61,99,10.22,MA,1707523889
498,kiunga,-6.1219,141.2906,300.55,80,100,0.3,PG,1707523889
499,kununurra,-15.7667,128.7333,303.14,66,71,1.03,AU,1707523659
500,urucui,-7.2294,-44.5561,298.48,88,99,1.68,BR,1707523889
501,metlili chaamba,32.2667,3.6333,290.41,28,100,8.93,DZ,1707523890
502,urangan,-25.3,152.9,302.7,65,10,4.92,AU,1707523890
503,markaz-e hukumat-e darweshan,31.1323,64.1934,285.07,29,0,3.45,AF,1707523881
504,sur,22.5667,59.5289,293.5,69,0,0.99,OM,1707523890
505,sinop,41.7711,34.8709,281.22,75,9,4.59,TR,1707523890
506,igarka,67.4667,86.5833,257.34,83,99,5.79,RU,1707523891
507,berdigestyakh,62.0989,126.6992,244.02,99,100,1.17,RU,1707523891
508,el nido,11.1858,119.3956,299.84,74,60,2.66,PH,1707523891
509,kenai,60.5544,-151.2583,275.2,79,75,9.77,US,1707523891
510,suva,-18.1416,178.4415,301.78,68,100,1.93,FJ,1707523891
511,lakheri,25.6667,76.1667,284.07,36,0,2.02,IN,1707523892
512,lockwood,45.8191,-108.4149,273.94,79,100,6.69,US,1707523892
513,bandarbeyla,9.4942,50.8122,298.32,76,57,7.47,SO,1707523892
514,cadale,2.7603,46.3222,299.22,85,49,9.91,SO,1707523892
515,aktau,43.65,51.2,275.47,78,5,4.28,KZ,1707523893
516,akureyri,65.6835,-18.0878,261.81,91,100,2.49,IS,1707523893
517,goz beida,13.95,20.55,293.09,13,3,3.36,TD,1707523893
518,roswell,34.0232,-84.3616,288.46,77,0,1.03,US,1707523894
519,brisas de zicatela,15.8369,-97.0419,300.44,74,75,4.12,MX,1707523894
520,ambalangoda,6.2355,80.0538,297.09,87,57,2.77,LK,1707523687
521,usogorsk,63.4106,48.6872,251.85,100,95,1.72,RU,1707523894
522,tsiombe,-25.3,45.4833,296.81,86,1,2.33,MG,1707523894
523,egilsstadir,65.2653,-14.3948,262.97,93,100,1.74,IS,1707523895
524,mahdia,35.5047,11.0622,292.12,38,98,8.81,TN,1707523895
525,sitia,35.2,26.0986,287.03,80,0,4.08,GR,1707523895
526,shalqar,47.8333,59.6,269.23,63,100,2.34,KZ,1707523895
527,kastsyukovichy,53.3516,32.0506,264.83,95,100,2.91,BY,1707523895
528,tutoia,-2.7619,-42.2744,300.69,81,89,6.1,BR,1707523896
529,gore,-46.1028,168.9436,284.08,90,100,2.91,NZ,1707523896
530,tegueste,28.5167,-16.3167,292.04,97,100,11.32,ES,1707523896
531,rikaze,29.25,88.8833,266.38,18,0,0.43,CN,1707523896
532,xining,36.6167,101.7667,263.04,57,0,1.27,CN,1707523896
533,dumai,1.6833,101.45,295.1,91,100,1.47,ID,1707523896
534,monrovia,6.3005,-10.7969,300.29,86,69,3.24,LR,1707523897
535,bamboo flat,11.7,92.7167,294.2,100,20,0.51,IN,1707523897
536,tokar,18.4254,37.729,296.26,78,7,3.28,SD,1707523897
537,northam,51.0333,-4.2167,282.4,97,88,4.36,GB,1707523897
538,gumushacikoy,40.8731,35.2147,273.33,76,6,1.92,TR,1707523898
539,qashar,53.3906,62.9297,257.03,87,29,5.91,KZ,1707523898
